model,class,idx,recall,precision,ap
Rule-Based,Potassium,54,0.257789,0.799181,0.694240
Rule-Based,Potassium,55,0.262563,0.795864,0.694240
Rule-Based,Potassium,56,0.267337,0.795864,0.694240
Rule-Based,Potassium,57,0.272111,0.795864,0.694240
Rule-Based,Potassium,58,0.276884,0.795864,0.694240
Rule-Based,Potassium,59,0.281658,0.795864,0.694240
Rule-Based,Potassium,60,0.286432,0.795864,0.694240
Rule-Based,Potassium,61,0.291206,0.795864,0.694240
Rule-Based,Potassium,62,0.295980,0.795864,0.694240
Rule-Based,Potassium,63,0.300754,0.795864,0.694240
Rule-Based,Potassium,64,0.305528,0.795864,0.694240
Rule-Based,Potassium,65,0.310302,0.795864,0.694240
Rule-Based,Potassium,66,0.315075,0.795864,0.694240
Rule-Based,Potassium,67,0.319849,0.792004,0.694240
Rule-Based,Potassium,68,0.324623,0.792004,0.694240
Rule-Based,Potassium,69,0.329397,0.792004,0.694240
Rule-Based,Potassium,70,0.334171,0.792004,0.694240
Rule-Based,Potassium,71,0.338945,0.792004,0.694240
Rule-Based,Potassium,72,0.343719,0.792004,0.694240
Rule-Based,Potassium,73,0.348492,0.792004,0.694240
Rule-Based,Potassium,74,0.353266,0.792004,0.694240
Rule-Based,Potassium,75,0.358040,0.792004,0.694240
Rule-Based,Potassium,76,0.362814,0.792004,0.694240
Rule-Based,Potassium,77,0.367588,0.785189,0.694240
Rule-Based,Potassium,78,0.372362,0.785189,0.694240
Rule-Based,Potassium,79,0.377136,0.785189,0.694240
Rule-Based,Potassium,80,0.381910,0.785189,0.694240
Rule-Based,Potassium,81,0.386683,0.782993,0.694240
Rule-Based,Potassium,82,0.391457,0.782993,0.694240
Rule-Based,Potassium,83,0.396231,0.782993,0.694240
Rule-Based,Potassium,84,0.401005,0.782993,0.694240
Rule-Based,Potassium,85,0.405779,0.782993,0.694240
Rule-Based,Potassium,86,0.410553,0.782993,0.694240
Rule-Based,Potassium,87,0.415327,0.782993,0.694240
Rule-Based,Potassium,88,0.420101,0.782993,0.694240
Rule-Based,Potassium,89,0.424874,0.780140,0.694240
Rule-Based,Potassium,90,0.429648,0.780140,0.694240
Rule-Based,Potassium,91,0.434422,0.775505,0.694240
Rule-Based,Potassium,92,0.439196,0.775505,0.694240
Rule-Based,Potassium,93,0.443970,0.775505,0.694240
Rule-Based,Potassium,94,0.448744,0.775505,0.694240
Rule-Based,Potassium,95,0.453518,0.775505,0.694240
Rule-Based,Potassium,96,0.458291,0.775505,0.694240
Rule-Based,Potassium,97,0.463065,0.775505,0.694240
Rule-Based,Potassium,98,0.467839,0.773649,0.694240
Rule-Based,Potassium,99,0.472613,0.773649,0.694240
Rule-Based,Potassium,100,0.477387,0.773649,0.694240
Rule-Based,Potassium,101,0.482161,0.768828,0.694240
Rule-Based,Potassium,102,0.486935,0.768828,0.694240
Rule-Based,Potassium,103,0.491709,0.768828,0.694240
Rule-Based,Potassium,104,0.496482,0.768828,0.694240
Rule-Based,Potassium,105,0.501256,0.768828,0.694240
Rule-Based,Potassium,106,0.506030,0.766195,0.694240
Rule-Based,Potassium,107,0.510804,0.766195,0.694240
Rule-Based,Potassium,108,0.515578,0.766195,0.694240
Rule-Based,Potassium,109,0.520352,0.766195,0.694240
Rule-Based,Potassium,110,0.525126,0.762547,0.694240
Rule-Based,Potassium,111,0.529899,0.762547,0.694240
Rule-Based,Potassium,112,0.534673,0.762547,0.694240
Rule-Based,Potassium,113,0.539447,0.762547,0.694240
Rule-Based,Potassium,114,0.544221,0.762547,0.694240
Rule-Based,Potassium,115,0.548995,0.762547,0.694240
Rule-Based,Potassium,116,0.553769,0.762547,0.694240
Rule-Based,Potassium,117,0.558543,0.748587,0.694240
Rule-Based,Potassium,118,0.563317,0.748587,0.694240
Rule-Based,Potassium,119,0.568090,0.748587,0.694240
Rule-Based,Potassium,120,0.572864,0.748587,0.694240
Rule-Based,Potassium,121,0.577638,0.748587,0.694240
Rule-Based,Potassium,122,0.582412,0.742972,0.694240
Rule-Based,Potassium,123,0.587186,0.738835,0.694240
Rule-Based,Potassium,124,0.591960,0.733991,0.694240
Rule-Based,Potassium,125,0.596734,0.733991,0.694240
Rule-Based,Potassium,126,0.601508,0.726278,0.694240
Rule-Based,Potassium,127,0.606281,0.726278,0.694240
Rule-Based,Potassium,128,0.611055,0.726278,0.694240
Rule-Based,Potassium,129,0.615829,0.726278,0.694240
Rule-Based,Potassium,130,0.620603,0.721882,0.694240
Rule-Based,Potassium,131,0.625377,0.721882,0.694240
Rule-Based,Potassium,132,0.630151,0.721882,0.694240
Rule-Based,Potassium,133,0.634925,0.721882,0.694240
Rule-Based,Potassium,134,0.639698,0.721882,0.694240
Rule-Based,Potassium,135,0.644472,0.721882,0.694240
Rule-Based,Potassium,136,0.649246,0.721882,0.694240
Rule-Based,Potassium,137,0.654020,0.721882,0.694240
Rule-Based,Potassium,138,0.658794,0.702773,0.694240
Rule-Based,Potassium,139,0.663568,0.702773,0.694240
Rule-Based,Potassium,140,0.668342,0.702773,0.694240
Rule-Based,Potassium,141,0.673116,0.700211,0.694240
Rule-Based,Potassium,142,0.677889,0.700211,0.694240
Rule-Based,Potassium,143,0.682663,0.697550,0.694240
Rule-Based,Potassium,144,0.687437,0.697550,0.694240
Rule-Based,Potassium,145,0.692211,0.697550,0.694240
Rule-Based,Potassium,146,0.696985,0.697550,0.694240
Rule-Based,Potassium,147,0.701759,0.679845,0.694240
Rule-Based,Potassium,148,0.706533,0.679845,0.694240
Rule-Based,Potassium,149,0.711307,0.679845,0.694240
Rule-Based,Potassium,150,0.716080,0.673990,0.694240
Rule-Based,Potassium,151,0.720854,0.668928,0.694240
Rule-Based,Potassium,152,0.725628,0.668928,0.694240
Rule-Based,Potassium,153,0.730402,0.668928,0.694240
Rule-Based,Potassium,154,0.735176,0.661197,0.694240
Rule-Based,Potassium,155,0.739950,0.658786,0.694240
Rule-Based,Potassium,156,0.744724,0.654909,0.694240
Rule-Based,Potassium,157,0.749497,0.654909,0.694240
Rule-Based,Potassium,158,0.754271,0.654909,0.694240
Rule-Based,Potassium,159,0.759045,0.651861,0.694240
Rule-Based,Potassium,160,0.763819,0.651861,0.694240
Rule-Based,Potassium,161,0.768593,0.651861,0.694240
Rule-Based,Potassium,162,0.773367,0.651861,0.694240
Rule-Based,Potassium,163,0.778141,0.642643,0.694240
Rule-Based,Potassium,164,0.782915,0.642643,0.694240
Rule-Based,Potassium,165,0.787688,0.642643,0.694240
Rule-Based,Potassium,166,0.792462,0.638792,0.694240
Rule-Based,Potassium,167,0.797236,0.625677,0.694240
Rule-Based,Potassium,168,0.802010,0.625677,0.694240
Rule-Based,Potassium,169,0.806784,0.625677,0.694240
Rule-Based,Potassium,170,0.811558,0.625677,0.694240
Rule-Based,Potassium,171,0.816332,0.624056,0.694240
Rule-Based,Potassium,172,0.821106,0.601014,0.694240
Rule-Based,Potassium,173,0.825879,0.601014,0.694240
Rule-Based,Potassium,174,0.830653,0.601014,0.694240
Rule-Based,Potassium,175,0.835427,0.601014,0.694240
Rule-Based,Potassium,176,0.840201,0.601014,0.694240
Rule-Based,Potassium,177,0.844975,0.601014,0.694240
Rule-Based,Potassium,178,0.849749,0.596154,0.694240
Rule-Based,Potassium,179,0.854523,0.596154,0.694240
Rule-Based,Potassium,180,0.859296,0.581166,0.694240
Rule-Based,Potassium,181,0.864070,0.581166,0.694240
Rule-Based,Potassium,182,0.868844,0.581166,0.694240
Rule-Based,Potassium,183,0.873618,0.581166,0.694240
Rule-Based,Potassium,184,0.878392,0.567557,0.694240
Rule-Based,Potassium,185,0.883166,0.567557,0.694240
Rule-Based,Potassium,186,0.887940,0.559996,0.694240
Rule-Based,Potassium,187,0.892714,0.559996,0.694240
Rule-Based,Potassium,188,0.897487,0.533575,0.694240
Rule-Based,Potassium,189,0.902261,0.529678,0.694240
Rule-Based,Potassium,190,0.907035,0.529678,0.694240
Rule-Based,Potassium,191,0.911809,0.523460,0.694240
Rule-Based,Potassium,192,0.916583,0.523460,0.694240
Rule-Based,Potassium,193,0.921357,0.521193,0.694240
Rule-Based,Potassium,194,0.926131,0.513058,0.694240
Rule-Based,Potassium,195,0.930905,0.513058,0.694240
Rule-Based,Potassium,196,0.935678,0.513058,0.694240
Rule-Based,Potassium,197,0.940452,0.512989,0.694240
Rule-Based,Potassium,198,0.945226,0.512989,0.694240
Rule-Based,Potassium,199,0.950000,0.508091,0.694240
